said the long,4
said the long,16
said it has,33
said it has,37
said it has,42
been set at,44
said it has,54
for the option,79
said it has,85
it said the,132
it said the,161
said it has,182
exchange said it,211
index is a,234
of up to,244
it said the,247
said it has,276
said it has,294
said it has,313
of up to,333
index is a,337
it said the,349
said it has,351
said it has,352
said it has,355
said it has,359
said it has,363
said it has,382
said it has,396
said it has,404
said it has,405
said it has,406
said it has,413
said it has,418
said it has,428
of up to,430
said it has,439
said it has,442
been set at,450
said it has,453
prices on the,454
said it has,462
prices on the,467
said it has,475
it said the,479
said it has,495
said it has,505
it said the,508
said it has,508
said it has,514
said it has,522
said it has,533
said it has,556
of up to,562
said it has,567
said it has,608
said it has,611
said it has,615
said it has,617
said it has,628
guage of the,633
said it has,634
said it has,636
said it has,650
said it has,658
said it has,669
said it has,672
the long term,678
said it has,693
said it has,696
of up to,697
to three years,713
will begin trading,723
said it has,731
of the nation,738
said it has,782
of up to,800
said it has,801
of up to,850
said it has,868
said it has,907
said it has,911
said it has,922
said it has,943
said it has,956
said it has,957
said it has,959
said it has,961
of up to,965
said it has,969
said it has,972
of up to,981
said it has,983
said it has,985
said it has,1017
said it has,1019
said it has,1031
said it has,1040
said it has,1044
said it has,1050
said it has,1062
said it has,1066
said it has,1083
said it has,1106
said it has,1136
said it has,1143
said it has,1148
said it has,1151
of up to,1154
of up to,1166
said it has,1168
said it has,1183
of up to,1205
said it has,1240
of up to,1252
of up to,1271
said it has,1272
exchange said it,1295
of up to,1306
on the institutional,1306
said it has,1322
said it has,1326
said it has,1329
said it has,1380
up to three,1381
said it has,1381
to three years,1381
of up to,1381
said it has,1390
said it has,1400
said it has,1401
said it has,1440
said it has,1459
said it has,1474
said it has,1480
said it has,1485
said it has,1495
said it has,1508
of up to,1523
said it has,1535
said it has,1536
said it has,1542
said it has,1552
said it has,1559
said it has,1577
said it has,1583
said it has,1605
of up to,1605
said it has,1625
said it has,1631
of up to,1659
said it has,1679
said it has,1706
said it has,1732
the nation s,1757
of up to,1801
said it has,1806
it said the,1819
to three years,1822
said it has,1849
of up to,1850
said it has,1860
said it has,1866
said it has,1876
said it has,1886
said it has,1899
said it has,1904
of up to,1909
said the long,1917
said it has,1917
the long term,1917
said it has,1919
said it has,1944
of up to,1947
said it has,1962
said it has,1982
said it has,2004
said it has,2011
will begin trading,2021
of up to,2028
said it has,2043
said it has,2052
it said the,2054
said it has,2088
of up to,2111
said it has,2117
said it has,2118
said it has,2136
said it has,2137
said it has,2139
said it has,2141
said it has,2142
said it has,2152
said it has,2153
said it has,2173
said it has,2186
said it has,2201
up to three,2206
said it has,2234
said it has,2271
said it has,2306
said it has,2307
said it has,2309
said it has,2331
said it has,2340
said it has,2373
said it has,2374
said it has,2395
on the long,2404
said it has,2454
said it has,2460
said it has,2466
of up to,2473
said it has,2485
options to be,2500
said it has,2500
said it has,2538
said it has,2544
said it has,2553
of up to,2557
of up to,2558
said it has,2562
will begin trading,2567
said it has,2572
said it has,2585
of up to,2593
of up to,2597
of up to,2646
will begin trading,2648
said it has,2661
options have been,2672
of up to,2672
said it has,2685
said it has,2691
said it has,2701
said it has,2757
said it has,2767
said it has,2773
of up to,2777
said it has,2783
said it has,2786
said it has,2787
of the nation,2789
said it has,2793
said it has,2796
said it has,2797
said it has,2799
said it has,2800
said it has,2803
of the nation,2806
said it has,2811
said it has,2823
said it has,2825
said it has,2828
of up to,2831
said it has,2839
said it has,2846
of up to,2861
said it has,2868
said it has,2876
of up to,2903
said it has,2917
said it has,2923
of up to,2927
said it has,2949
of the nation,2957
of up to,2957
said it has,2958
said it has,2991
said it has,2996
the long term,3008
said it has,3011
said it has,3013
said it has,3018
the long term,3020
said it has,3024
the long term,3033
said it has,3034
said it has,3035
said it has,3036
it said the,3040
said it has,3041
said it has,3057
to three years,3068
it said the,3102
said it has,3106
said it has,3116
said it has,3137
said it has,3138
said it has,3142
of up to,3152
of up to,3156
of up to,3173
of up to,3178
up to three,3208
said it has,3217
of up to,3228
been set at,3244
the index is,3246
said it has,3279
said it has,3310
said it has,3311
said it has,3318
said it has,3339
said it has,3359
said it has,3368
said it has,3370
of up to,3371
said it has,3379
exchange said it,3388
said it has,3396
of up to,3398
said it has,3420
said it has,3427
said it has,3430
said it has,3433
it has introduced,3433
said it has,3435
said it has,3443
said it has,3445
said it has,3447
said it has,3455
it said the,3459
exchange said it,3469
said it has,3501
said it has,3512
said it has,3518
said it has,3520
said it has,3523
said it has,3524
said it has,3542
said it has,3612
said it has,3628
said it has,3629
of up to,3633
of up to,3635
said it has,3645
said it has,3654
said it has,3680
been set at,3715
of up to,3732
been set at,3756
of up to,3776
it said the,3780
of the nation,3789
the long term,3791
will begin trading,3803
of up to,3804
of up to,3806
said the long,3812
said it has,3827
up to three,3831
to three years,3831
said it has,3841
to three years,3858
said it has,3859
said it has,3873
said it has,3876
of up to,3877
of up to,3880
said it has,3887
said it has,3889
said it has,3890
been set at,3899
the long term,3901
said it has,3902
of the nation,3904
of up to,3908
said it has,3913
said it has,3928
said it has,3932
said it has,4016
said it has,4029
said it has,4040
said it has,4099
of up to,4110
of up to,4184
said it has,4198
of the nation,4205
the nation s,4205
said it has,4225
said it has,4231
up to three,4260
of up to,4260
three years on,4294
three years on,4326
said it has,4353
said it has,4357
said it has,4367
said it has,4376
said it has,4381
prices on the,4382
said it has,4386
said it has,4406
said it has,4415
the long term,4417
it said the,4443
said it has,4443
said it has,4449
exchange said it,4449
said it has,4455
said it has,4465
exchange said it,4465
the long term,4477
said it has,4482
will begin trading,4493
the long term,4499
said it has,4526
said it has,4527
it has introduced,4527
said it has,4541
said it has,4556
said it has,4563
of up to,4600
of up to,4694
of up to,4714
said it has,4723
of up to,4728
of the nation,4730
of the nation,4745
said it has,4747
the long term,4768
of up to,4773
said it has,4800
said it has,4860
said it has,4862
said it has,4864
said it has,4875
said it has,4878
said it has,4888
of the nation,4896
said it has,4897
said it has,4915
said it has,4920
said it has,4927
the long term,4931
said it has,4948
the long term,4951
it said the,4954
said it has,4963
of up to,4969
said it has,4970
said it has,4976
on the long,4980
said it has,4996
said it has,5009
of the nation,5024
said it has,5029
of up to,5062
said it has,5064
said it has,5105
of the nation,5130
said it has,5132
said it has,5147
said it has,5149
said it has,5160
said it has,5161
said it has,5162
said it has,5170
said it has,5208
said it has,5277
said it has,5285
of up to,5291
the long term,5307
the long term,5308
said it has,5321
said it has,5322
of up to,5329
prices on the,5337
the long term,5379
said it has,5394
said it has,5396
said it has,5397
said it has,5399
of up to,5405
said it has,5410
said it has,5424
said it has,5430
said it has,5438
said it has,5440
said it has,5456
said it has,5466
said it has,5479
said it has,5488
said it has,5496
said it has,5497
said it has,5505
said it has,5527
of up to,5543
said it has,5544
the long term,5545
up to three,5573
of up to,5573
said it has,5577
prices on the,5598
said it has,5613
said it has,5623
said it has,5625
said it has,5632
of up to,5644
the long term,5657
said it has,5665
said it has,5688
said it has,5698
said it has,5729
exchange said it,5740
stock exchange said,5740
said it has,5769
it said the,5802
to be traded,5802
of the nation,5809
of up to,5828
of up to,5868
of up to,5873
of up to,5875
said it has,5879
said it has,5906
said it has,5910
said it has,5913
said it has,5931
said it has,5947
said it has,5956
said it has,5967
said it has,5976
said it has,5983
of up to,6014
said it has,6029
for the option,6065
said it has,6071
said it has,6074
said it has,6075
exchange said it,6082
of up to,6090
exchange said it,6091
said it has,6124
said it has,6147
said it has,6149
said it has,6152
said it has,6175
said it has,6177
of up to,6258
said it has,6284
up to three,6313
said it has,6313
said it has,6316
of up to,6318
said it has,6331
of up to,6338
said it has,6345
it has introduced,6345
said it has,6354
said it has,6356
said it has,6362
said it has,6366
been set at,6382
of up to,6385
said it has,6412
of up to,6420
of up to,6445
of up to,6448
said it has,6450
said it has,6466
said it has,6467
said it has,6477
said it has,6478
said it has,6484
said it has,6488
for the option,6507
said it has,6580
said it has,6581
been set at,6588
been set at,6617
said it has,6649
it said the,6662
said it has,6683
said it has,6693
said it has,6694
on the long,6707
said it has,6712
said it has,6716
said it has,6726
said it has,6727
said it has,6732
said it has,6736
said it has,6757
said it has,6761
said it has,6780
said it has,6788
of up to,6790
said it has,6808
of up to,6842
said it has,6871
of up to,6910
said it has,6932
said it has,6933
of up to,6941
the long term,6965
said it has,6967
said it has,6985
said it has,6986
said it has,7009
said it has,7011
said it has,7020
of the nation,7027
said it has,7038
said it has,7041
said it has,7059
said it has,7062
said it has,7064
said it has,7066
said it has,7071
said it has,7076
said it has,7087
said it has,7094
said it has,7098
of the nation,7099
said it has,7126
will begin trading,7132
said it has,7134
said it has,7157
said it has,7188
the long term,7209
said it has,7210
said it has,7219
said it has,7229
said it has,7241
the long term,7253
up to three,7265
said it has,7287
said it has,7289
of up to,7295
said it has,7306
said it has,7312
said it has,7319
years on the,7327
of the nation,7401
of the nation,7407
said it has,7440
said it has,7467
been set at,7477
said it has,7514
said it has,7515
it said the,7526
said it has,7527
said it has,7535
said it has,7536
said it has,7539
said it has,7546
up to three,7551
of up to,7551
said it has,7557
it has introduced,7557
said it has,7558
said it has,7566
said it has,7569
said it has,7588
said it has,7646
said it has,7648
said it has,7652
said it has,7660
said it has,7667
said it has,7668
said it has,7677
of up to,7688
said it has,7698
said it has,7704
said it has,7709
said it has,7712
it added it,7712
said it has,7726
of up to,7748
said it has,7765
said it has,7828
it said the,7839
said the long,7866
to three years,7866
prices on the,7879
said the long,7889
of up to,7895
said it has,7916
said the long,7927
to three years,7927
said the long,7929
said it has,7953
said it has,7954
said it has,7956
of up to,7960
said it has,7966
said it has,7977
said it has,7995
of up to,8007
said it has,8009
said it has,8014
said it has,8016
prices on the,8029
said it has,8037
said it has,8044
said it has,8048
it has introduced,8048
said it has,8051
said it has,8064
up to three,8066
of up to,8066
will begin trading,8079
said it has,8100
of the nation,8110
said it has,8132
said it has,8134
said it has,8136
said it has,8162
of up to,8163
said it has,8176
to three years,8227
said it has,8238
said it has,8243
said it has,8283
of up to,8287
said it has,8301
said it has,8310
said it has,8312
said it has,8331
said it has,8339
said it has,8372
of the nation,8387
the long term,8416
said it has,8423
said it has,8442
said it has,8451
said it has,8453
said it has,8462
said it has,8463
said it has,8473
said it has,8490
said it has,8505
said it has,8533
said it has,8538
said it has,8539
said it has,8549
said it has,8573
said it has,8586
of up to,8591
said it has,8593
of up to,8593
prices on the,8602
said it has,8630
said it has,8645
said it has,8653
said it has,8656
of up to,8665
said it has,8668
of the nation,8673
said it has,8682
said it has,8696
of up to,8702
said it has,8709
of up to,8776
of up to,8796
of up to,8857
said it has,8909
of up to,8921
the ticker symbol,8963
said it has,8966
said it has,8973
said it has,8985
said it has,8993
said it has,9001
said it has,9014
said it has,9028
said it has,9033
said it has,9058
said it has,9064
said it has,9067
said it has,9084
said it has,9109
said it has,9124
holdings of the,9147
said it has,9157
said it has,9158
said it has,9165
said it has,9167
said it has,9202
said it has,9216
said it has,9223
said it has,9224
up to three,9234
said it has,9270
said it has,9273
said it has,9278
said it has,9305
said it has,9358
been set at,9410
said it has,9414
to be traded,9432
will begin trading,9485
holdings of the,9498
of up to,9516
said it has,9520
said it has,9521
said it has,9529
said it has,9560
said it has,9561
it added it,9597
said it has,9600
said it has,9641
of up to,9666
of up to,9780
said it has,9787
said it has,9807
of up to,9816
guage of the,9843
said it has,9849
said it has,9851
said it has,9853
said it has,9854
said it has,9878
said it has,9880
said it has,9884
said it has,9921
said it has,9936
said it has,9948
said it has,9957
said it has,9980
of up to,9982
said it has,9992
said it has,9993
said it has,9997
said it has,10011
said it has,10012
said it has,10013
said it has,10020
said it has,10022
of up to,10030
said it has,10032
said it has,10035
said it has,10036
said it has,10044
said it has,10045
said it has,10048
of up to,10058
said it has,10059
said it has,10066
said it has,10078
been set at,10092
it said the,10164
said it has,10172
said it has,10254
said it has,10260
have been set,10262
holdings of the,10269
of up to,10290
of the nation,10294
said it has,10295
said it has,10300
said it has,10302
said it has,10308
said it has,10320
of up to,10321
said it has,10326
said it has,10330
said it has,10340
said it has,10345
said it has,10360
said it has,10361
of up to,10370
said it has,10371
said it has,10375
said it has,10380
said it has,10383
said it has,10394
said it has,10409
said it has,10423
of up to,10424
of the nation,10444
said it has,10453
said it has,10481
of up to,10506
said it has,10519
said it has,10528
of up to,10534
said it has,10562
said it has,10564
said it has,10566
said it has,10585
of up to,10601
said it has,10614
said it has,10615
said it has,10631
said it has,10678
said it has,10700
said it has,10724
of up to,10734
of the nation,10745
have been set,10760
it said the,10774
said it has,10834
said it has,10841
said it has,10843
to be traded,10843
said it has,10854
said it has,10859
said it has,10863
the ticker symbol,10867
said it has,10886
said it has,10889
it said the,10890
said it has,10891
said it has,10917
said it has,10925
said it has,10935
of up to,10948
said it has,10952
said it has,10967
said it has,11018
of up to,11021
of up to,11026
of up to,11029
of up to,11038
said it has,11054
said it has,11078
said it has,11085
said it has,11117
said it has,11120
said it has,11121
said it has,11123
said it has,11135
said it has,11138
said it has,11149
said it has,11166
exchange said it,11209
said it has,11257
said it has,11264
said it has,11266
said it has,11293
holdings of the,11340
of the core,11340
prices on the,11360
of up to,11361
said it has,11406
said it has,11408
said it has,11410
said it has,11425
of up to,11447
said it has,11456
said it has,11457
with an expiration,11463
an expiration of,11463
said it has,11467
the long term,11476
said it has,11484
said it has,11494
said it has,11509
said it has,11578
will begin trading,11579
said it has,11588
said it has,11595
said it has,11596
of the nation,11618
of the nation,11629
said it has,11631
been set at,11646
said it has,11653
said it has,11659
said it has,11690
said it has,11693
said it has,11697
said it has,11710
said it has,11715
said it has,11721
said it has,11724
said it has,11741
said it has,11752
said it has,11800
options to be,11888
to be traded,11892
of up to,11893
options to be,11904
prices on the,11924
said it has,11968
said it has,11974
of up to,11988
to be traded,11998
of up to,12018
said it has,12038
said it has,12052
said it has,12060
of up to,12060
will begin trading,12074
said it has,12107
index is a,12136
said it has,12160
been set at,12197
of up to,12238
up to three,12249
of up to,12249
said it has,12314
of the nation,12319
said it has,12370
said it has,12371
said it has,12372
said it has,12375
said it has,12378
said it has,12417
up to three,12423
said it has,12423
said it has,12469
said it has,12471
said it has,12478
of up to,12485
said it has,12500
said it has,12501
said it has,12543
said it has,12550
said it has,12586
of up to,12608
said it has,12609
of up to,12653
said it has,12668
said it has,12672
said it has,12673
said it has,12701
up to three,12717
of up to,12717
of the nation,12775
said it has,12823
said it has,12832
said it has,12837
said it has,12841
of up to,12873
will begin trading,12896
prices on the,12908
said it has,12928
of up to,12929
said it has,12940
of up to,12958
said it has,12965
said it has,12972
said it has,12975
of the nation,13024
of up to,13024
been set at,13041
been set at,13045
of the nation,13063
of up to,13077
been set at,13113
up to three,13122
said it has,13125
said it has,13139
said it has,13161
said it has,13166
said it has,13168
said it has,13169
said it has,13173
said it has,13182
said it has,13187
said it has,13189
said it has,13191
said it has,13195
been set at,13225
said it has,13240
said it has,13242
said it has,13247
it said the,13278
of up to,13279
of the nation,13283
said it has,13293
to be traded,13297
said it has,13314
of the nation,13315
the long term,13315
said it has,13321
said it has,13329
said it has,13332
said it has,13333
said it has,13337
of up to,13348
said it has,13349
said it has,13350
the long term,13365
it said the,13387
said it has,13421
said it has,13430
said it has,13441
said it has,13445
said it has,13470
said it has,13494
of up to,13496
said it has,13508
of up to,13508
it said the,13525
to three years,13526
said it has,13533
been set at,13567
of up to,13575
been set at,13587
of up to,13598
said it has,13602
said it has,13609
said it has,13612
up to three,13613
said it has,13614
said it has,13620
said it has,13630
said it has,13641
said it has,13659
said it has,13661
said it has,13666
said it has,13671
said it has,13728
said it has,13734
it said the,13745
said it has,13747
said it has,13749
of up to,13758
said it has,13769
will begin trading,13790
said it has,13792
of the nation,13815
said it has,13836
said it has,13847
said it has,13848
said it has,13870
said it has,13884
of up to,13893
said it has,13894
said it has,13905
said it has,13921
for the option,13942
said it has,13956
of up to,13959
said it has,13972
of up to,13984
said it has,14048
said it has,14070
said it has,14080
it said the,14103
said it has,14133
said a third,14198
said it has,14301
of up to,14303
said it has,14309
of the nation,14318
said it has,14329
of the nation,14338
said it has,14342
said it has,14354
said it has,14390
said it has,14432
of up to,14461
said it has,14471
said it has,14482
said it has,14483
said it has,14488
said it has,14503
it said the,14508
have been set,14518
it said the,14522
of up to,14559
the long term,14566
the long term,14579
said it has,14583
said it has,14585
said it has,14598
said it has,14603
said it has,14604
said it has,14608
said it has,14609
said it has,14610
said it has,14611
said it has,14620
said it has,14639
said it has,14644
said it has,14646
said it has,14655
said it has,14673
been set at,14695
prices on the,14815
said it has,14853
said it has,14856
said it has,14871
of up to,14889
said it has,14890
said it has,14902
said it has,14904
said it has,14905
been set at,14909
said it has,14913
said it has,14921
said it has,14925
the long term,14955
said it has,14962
of up to,14976
said it has,14979
said it has,14982
up to three,14992
of up to,14996
up to three,15014
exchange said it,15045
said it has,15051
said it has,15061
of the nation,15087
said it has,15135
the long term,15173
the nation s,15182
said it has,15199
said it has,15235
the long term,15246
of up to,15272
the long term,15298
prices on the,15353
said it has,15369
said it has,15401
on the long,15411
exchange said it,15412
said it has,15413
the ticker symbol,15414
of the nation,15424
to be traded,15459
of up to,15461
to three years,15462
said it has,15464
the long term,15482
of up to,15486
of up to,15487
of the nation,15503
the long term,15524
said it has,15528
said it has,15529
said it has,15532
said it has,15552
said it has,15557
said it has,15561
said it has,15570
said it has,15571
said it has,15591
it has introduced,15591
said it has,15593
said it has,15596
of up to,15604
of up to,15618
said it has,15622
it has introduced,15622
said it has,15627
said it has,15637
of up to,15637
said it has,15640
said it has,15641
said it has,15655
represent the first,15698
said it has,15699
said it has,15701
said it has,15705
said it has,15710
said it has,15714
said it has,15716
said it has,15717
said it has,15721
said it has,15724
said it has,15725
said it has,15726
said it has,15730
of up to,15741
said it has,15743
said it has,15752
prices on the,15754
of up to,15754
said it has,15755
said it has,15756
it has introduced,15756
said it has,15757
said it has,15761
of up to,15778
said it has,15786
of up to,15802
said it has,15805
of the nation,15811
said it has,15820
said it has,15847
said it has,15850
said it has,15861
said it has,15867
been set at,15908
of up to,15953
said it has,15957
said it has,15959
said it has,15969
of the nation,15971
said it has,15974
said it has,15978
said it has,15985
it said the,15992
exchange said it,15992
said it has,15993
been set at,15994
set at 50,15994
said it has,16013
said it has,16029
of up to,16029
said it has,16030
said it has,16031
said it has,16046
said it has,16058
said it has,16060
the long term,16066
said it has,16073
said it has,16074
said it has,16075
said it has,16091
said it has,16094
said it has,16098
said it has,16099
said it has,16101
said it has,16119
said it has,16125
said it has,16127
of up to,16130
said it has,16151
said it has,16162
said it has,16167
said it has,16170
said it has,16174
said it has,16176
have been set,16198
said it has,16203
said it has,16222
said it has,16227
said it has,16229
said it has,16230
of up to,16272
said it has,16276
of the nation,16300
said it has,16305
holdings of the,16330
said it has,16352
will begin trading,16374
said it has,16378
been set at,16397
of up to,16425
on the long,16428
prices on the,16434
of up to,16458
of up to,16496
of up to,16499
stock exchange said,16516
said it has,16536
said it has,16538
said it has,16554
said it has,16586
said it has,16587
said it has,16590
said it has,16600
said it has,16605
said it has,16606
said it has,16621
said it has,16624
said it has,16631
said it has,16668
said it has,16692
said it has,16701
said it has,16711
said it has,16718
said it has,16721
it said the,16727
said it has,16732
said it has,16733
to three years,16739
said it has,16754
said it has,16770
said it has,16780
said it has,16792
said it has,16798
said it has,16801
said it has,16819
said it has,16825
said it has,16826
said it has,16827
said it has,16834
said it has,16839
of up to,16937
to three years,16978
said it has,16994
said it has,17008
said it has,17012
said it has,17014
it said the,17020
said it has,17026
said it has,17030
said it has,17032
said it has,17033
said it has,17034
said it has,17039
said it has,17041
said it has,17047
said it has,17051
said it has,17054
said it has,17072
said it has,17078
said it has,17084
said it has,17097
the long term,17098
said it has,17114
said it has,17118
said it has,17125
said it has,17128
said it has,17139
of up to,17167
said it has,17175
said it has,17183
said it has,17184
said it has,17191
of up to,17207
said it has,17228
said it has,17235
said it has,17240
said it has,17249
said it has,17284
said it has,17316
said it has,17324
it said the,17351
said it has,17360
of up to,17362
said it has,17382
the long term,17394
been set at,17396
said it has,17417
said it has,17420
said it has,17424
said it has,17429
said it has,17466
said it has,17481
said it has,17515
said it has,17522
said it has,17529
said it has,17530
said it has,17532
said it has,17552
said it has,17562
said it has,17563
of up to,17567
said it has,17569
said it has,17570
said it has,17585
it has introduced,17585
said it has,17592
said it has,17595
said it has,17600
it said the,17605
said it has,17610
said it has,17616
it has introduced,17616
the long term,17625
said it has,17657
said it has,17671
said it has,17680
said it has,17681
said it has,17683
said it has,17693
said it has,17698
said it has,17725
of up to,17748
it said the,17755
said it has,17761
said it has,17782
said it has,17796
said it has,17799
said it has,17820
said it has,17871
said it has,17874
said it has,17882
said it has,17887
up to three,17889
of up to,17889
of up to,17913
said it has,17959
said it has,17987
up to three,18004
of up to,18033
of up to,18078
said it has,18082
of up to,18082
said it has,18094
of up to,18094
said it has,18096
of up to,18101
of up to,18115
said it has,18131
been set at,18138
of up to,18141
said it has,18149
the long term,18149
of up to,18151
of up to,18155
up to three,18170
of up to,18172
said it has,18184
said it has,18188
of up to,18194
of up to,18200
said it has,18214
of up to,18217
of up to,18236
of up to,18245
of up to,18252
of up to,18264
said it has,18270
of up to,18270
of up to,18304
said the long,18305
said it has,18305
said it has,18325
of up to,18330
said it has,18344
of up to,18344
up to three,18398
of up to,18398
of up to,18440
said it has,18457
of up to,18457
to three years,18473
have been set,18476
of up to,18554
said it has,18588
said it has,18595
said it has,18617
said it has,18618
said it has,18619
said it has,18621
said it has,18626
of up to,18638
of up to,18659
said it has,18662
said it has,18692
said it has,18697
said it has,18700
said it has,18702
said it has,18709
of up to,18737
said it has,18767
said it has,18807
said it has,18848
said it has,18852
said it has,18882
options to be,18897
said it has,18940
said it has,18952
said it has,18958
said it has,18960
said it has,18962
said it has,18969
said it has,18973
said it has,18985
said it has,18995
of the nation,19043
the 350 stike,19043
term options have,19043
said the long,19043
1990 will begin,19043
strike prices on,19043
prices will carry,19043
prices on the,19043
expirations of up,19043
holdings of the,19043
the first long,19043
introduced options with,19043
three years on,19043
options have been,19043
option expiring in,19043
up to three,19043
index is a,19043
intervals with initial,19043
options with expirations,19043
point intervals with,19043
guage of the,19043
s largest institutions,19043
listings represent the,19043
said it has,19043
is a guage,19043
represent the first,19043
strikes of 250,19043
50 point intervals,19043
avoid conflicting strike,19043
the ticker symbol,19043
with an expiration,19043
to three years,19043
a third long,19043
option with an,19043
of up to,19043
on the long,19043
traded by the,19043
be traded by,19043
the ticker symbols,19043
equity holdings of,19043
with expirations of,19043
at 50 point,19043
strike price codes,19043
the option expiring,19043
said strike prices,19043
years on the,19043
core equity holdings,19043
a guage of,19043
conflicting strike price,19043
for the option,19043
new listings represent,19043
term option with,19043
will carry the,19043
begin trading following,19043
will begin trading,19043
trading following the,19043
carry the ticker,19043
the index is,19043
set at 50,19043
term options to,19043
said a third,19043
with initial strikes,19043
initial strikes of,19043
